SpanID: 2f6c3e815f505939, SpanName: http:/click/occupy, SpanKind: SERVER, Timestamp:1693902207986000, SpanDuration: 564.499ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209458000, SpanDuration: 343.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
----------SpanID: 4e041885fb015f76, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902209265000, SpanDuration: 562.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209352000, SpanDuration: 456.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209458000, SpanDuration: 343.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
----------SpanID: 79fb8109a3d7e081, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209849000, SpanDuration: 34.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209858000, SpanDuration: 20.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209861000, SpanDuration: 17.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
----------SpanID: 79fb8109a3d7e081, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902209855000, SpanDuration: 27.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209858000, SpanDuration: 20.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209861000, SpanDuration: 17.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
----------SpanID: 2e58d9ea7c7a5715, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: CLIENT, Timestamp:1693902209917000, SpanDuration: 212.0ms
----------SpanID: 2e58d9ea7c7a5715, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: SERVER, Timestamp:1693902210013000, SpanDuration: 112.0ms
----------SpanID: cdb445dfaf32d61f, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: CLIENT, Timestamp:1693902210130000, SpanDuration: 50.0ms
----------SpanID: cdb445dfaf32d61f, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: SERVER, Timestamp:1693902210141000, SpanDuration: 33.0ms
----------SpanID: 51994225deb440c9, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1693902210180000, SpanDuration: 10.0ms
----------SpanID: 51994225deb440c9, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: SERVER, Timestamp:1693902210182000, SpanDuration: 8.0ms
----------SpanID: 0b4fe3211162ab81, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1693902210191000, SpanDuration: 16.0ms
----------SpanID: 0b4fe3211162ab81, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: SERVER, Timestamp:1693902210194000, SpanDuration: 12.0ms
----------SpanID: 073a2abc589a7625, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693902210208000, SpanDuration: 19.0ms
----------SpanID: 073a2abc589a7625, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693902210210000, SpanDuration: 16.0ms
--------SpanID: e40e24c51e7b9124, SpanName: http:/travel/querywithpackage, SpanKind: SERVER, Timestamp:1693902209080000, SpanDuration: 1162.0ms
----------SpanID: 4e041885fb015f76, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209183000, SpanDuration: 652.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209352000, SpanDuration: 456.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209458000, SpanDuration: 343.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
----------SpanID: 4e041885fb015f76, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902209265000, SpanDuration: 562.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209352000, SpanDuration: 456.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
------------SpanID: 716c996dbf1b2a2e, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209458000, SpanDuration: 343.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209559000, SpanDuration: 221.0ms
--------------SpanID: 6918b1dd218eaa7d, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209660000, SpanDuration: 115.0ms
----------SpanID: 79fb8109a3d7e081, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209849000, SpanDuration: 34.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209858000, SpanDuration: 20.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209861000, SpanDuration: 17.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
----------SpanID: 79fb8109a3d7e081, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902209855000, SpanDuration: 27.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902209858000, SpanDuration: 20.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
------------SpanID: af338fb97f46d301, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902209861000, SpanDuration: 17.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902209865000, SpanDuration: 12.0ms
--------------SpanID: 41ba6c3c4eefac47, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902209871000, SpanDuration: 5.0ms
----------SpanID: 2e58d9ea7c7a5715, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: CLIENT, Timestamp:1693902209917000, SpanDuration: 212.0ms
----------SpanID: 2e58d9ea7c7a5715, SpanName: http:/route/querybyid/92708982-77af-4318-be25-57cc, SpanKind: SERVER, Timestamp:1693902210013000, SpanDuration: 112.0ms
----------SpanID: cdb445dfaf32d61f, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: CLIENT, Timestamp:1693902210130000, SpanDuration: 50.0ms
----------SpanID: cdb445dfaf32d61f, SpanName: http:/route/querybyid/aefcef3f-3f42-46e8-afd7-6cb2, SpanKind: SERVER, Timestamp:1693902210141000, SpanDuration: 33.0ms
----------SpanID: 51994225deb440c9, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: CLIENT, Timestamp:1693902210180000, SpanDuration: 10.0ms
----------SpanID: 51994225deb440c9, SpanName: http:/route/querybyid/a3f256c1-0e43-4f7d-9c21-121b, SpanKind: SERVER, Timestamp:1693902210182000, SpanDuration: 8.0ms
----------SpanID: 0b4fe3211162ab81, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: CLIENT, Timestamp:1693902210191000, SpanDuration: 16.0ms
----------SpanID: 0b4fe3211162ab81, SpanName: http:/route/querybyid/084837bb-53c8-4438-87c8-0321, SpanKind: SERVER, Timestamp:1693902210194000, SpanDuration: 12.0ms
----------SpanID: 073a2abc589a7625, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: CLIENT, Timestamp:1693902210208000, SpanDuration: 19.0ms
----------SpanID: 073a2abc589a7625, SpanName: http:/route/querybyid/f3d4d4ef-693b-4456-8eed-59c0, SpanKind: SERVER, Timestamp:1693902210210000, SpanDuration: 16.0ms
--------SpanID: e3967a368c99312a, SpanName: http:/travel2/querywithpackage, SpanKind: CLIENT, Timestamp:1693902210275000, SpanDuration: 486.0ms
----------SpanID: 0743effa4a6233e6, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210460000, SpanDuration: 45.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210477000, SpanDuration: 26.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210481000, SpanDuration: 19.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
----------SpanID: 0743effa4a6233e6, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902210471000, SpanDuration: 34.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210477000, SpanDuration: 26.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210481000, SpanDuration: 19.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
----------SpanID: e2899a1c8d8276b5, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210528000, SpanDuration: 31.0ms
------------SpanID: 2801a224bde6498f, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210535000, SpanDuration: 20.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210540000, SpanDuration: 12.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210544000, SpanDuration: 6.0ms
------------SpanID: 2801a224bde6498f, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210538000, SpanDuration: 16.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210540000, SpanDuration: 12.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210544000, SpanDuration: 6.0ms
----------SpanID: e2899a1c8d8276b5, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902210531000, SpanDuration: 27.0ms
------------SpanID: 2801a224bde6498f, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210535000, SpanDuration: 20.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210540000, SpanDuration: 12.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210544000, SpanDuration: 6.0ms
------------SpanID: 2801a224bde6498f, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210538000, SpanDuration: 16.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210540000, SpanDuration: 12.0ms
--------------SpanID: 7596950a036e6880, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210544000, SpanDuration: 6.0ms
----------SpanID: fb9150567e0ae1f0, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: CLIENT, Timestamp:1693902210615000, SpanDuration: 14.0ms
----------SpanID: fb9150567e0ae1f0, SpanName: http:/route/querybyid/0b23bd3e-876a-4af3-b920-c50a, SpanKind: SERVER, Timestamp:1693902210622000, SpanDuration: 6.0ms
----------SpanID: 638e40a9b51e555a, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: CLIENT, Timestamp:1693902210630000, SpanDuration: 29.0ms
----------SpanID: 638e40a9b51e555a, SpanName: http:/route/querybyid/9fc9c261-3263-4bfa-82f8-bb44, SpanKind: SERVER, Timestamp:1693902210648000, SpanDuration: 10.0ms
----------SpanID: d8ef6dab4730e03a, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: CLIENT, Timestamp:1693902210659000, SpanDuration: 17.0ms
----------SpanID: d8ef6dab4730e03a, SpanName: http:/route/querybyid/d693a2c5-ef87-4a3c-bef8-600b, SpanKind: SERVER, Timestamp:1693902210663000, SpanDuration: 13.0ms
----------SpanID: d4a373076cf8d797, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: CLIENT, Timestamp:1693902210677000, SpanDuration: 12.0ms
----------SpanID: d4a373076cf8d797, SpanName: http:/route/querybyid/20eb7122-3a11-423f-b10a-be0d, SpanKind: SERVER, Timestamp:1693902210680000, SpanDuration: 7.0ms
----------SpanID: 4e5475fc539e5828, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: CLIENT, Timestamp:1693902210690000, SpanDuration: 42.0ms
----------SpanID: 4e5475fc539e5828, SpanName: http:/route/querybyid/1367db1f-461e-4ab7-87ad-2bcc, SpanKind: SERVER, Timestamp:1693902210708000, SpanDuration: 5.0ms
--------SpanID: e3967a368c99312a, SpanName: http:/travel2/querywithpackage, SpanKind: SERVER, Timestamp:1693902210356000, SpanDuration: 378.0ms
----------SpanID: 0743effa4a6233e6, SpanName: http:/ticketinfo/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210460000, SpanDuration: 45.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210477000, SpanDuration: 26.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210481000, SpanDuration: 19.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
----------SpanID: 0743effa4a6233e6, SpanName: http:/ticketinfo/queryforstationid, SpanKind: SERVER, Timestamp:1693902210471000, SpanDuration: 34.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: CLIENT, Timestamp:1693902210477000, SpanDuration: 26.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
------------SpanID: 96cb6afbe9b211ad, SpanName: http:/basic/queryforstationid, SpanKind: SERVER, Timestamp:1693902210481000, SpanDuration: 19.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: CLIENT, Timestamp:1693902210484000, SpanDuration: 12.0ms
--------------SpanID: 9e5a008bde47c542, SpanName: http:/station/queryforid, SpanKind: SERVER, Timestamp:1693902210488000, SpanDuration: 8.0ms
